price_comparison_id,product_id,merchant_id,cluster_id,category_id,date_id,offer_quality_id,price,price_difference_from_avg,price_difference_percentage,is_best_offer,price_rank_in_cluster,price_rank_in_category,price_timestamp
67,67,26,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
68,68,17,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
69,69,3,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
70,70,5,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
71,71,6,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
72,72,1,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
73,73,28,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
74,74,2,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
75,75,13,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
76,76,15,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
77,77,7,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
78,78,9,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
79,79,4,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
80,80,8,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
81,81,10,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
82,82,11,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
83,83,14,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
84,84,16,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
85,85,18,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
86,86,20,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
87,87,21,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
88,88,22,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
89,89,23,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
90,90,1,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
91,91,3,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
92,92,2,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
93,93,14,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
94,94,13,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
95,95,16,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
96,96,5,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
97,97,6,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
98,98,4,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
99,99,7,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
100,100,8,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
101,101,10,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
102,102,24,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
103,103,11,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
104,104,15,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
105,105,18,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
106,106,17,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
107,107,22,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
108,108,26,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
109,109,21,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
110,110,23,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
111,111,5,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
112,112,3,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
113,113,2,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
114,114,11,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
115,115,24,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
116,116,6,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
117,117,15,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
118,118,29,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
119,119,30,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
120,120,17,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
121,121,8,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
122,122,4,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
123,123,7,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
124,124,31,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
125,125,14,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
126,126,32,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
127,127,33,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
128,128,12,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
129,129,18,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
130,130,21,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
131,131,22,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
132,132,3,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
133,133,2,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
134,134,1,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
135,135,16,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
136,136,4,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
137,137,5,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
138,138,6,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
139,139,7,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
140,140,17,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
141,141,15,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
142,142,8,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
143,143,10,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
144,144,13,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
145,145,11,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
146,146,12,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
147,147,24,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
148,148,14,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
149,149,18,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
150,150,22,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
151,151,26,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
152,152,23,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
153,153,3,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
154,154,1,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
155,155,5,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
156,156,13,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
157,157,4,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
158,158,6,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
159,159,9,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
160,160,8,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
161,161,10,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
162,162,15,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
163,163,11,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
164,164,24,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
165,165,14,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
166,166,2,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
167,167,17,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
168,168,19,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
169,169,18,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
170,170,20,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
171,171,22,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
172,172,26,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
173,173,1,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
174,174,2,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
175,175,4,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
176,176,5,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
177,177,6,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
178,178,7,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
179,179,9,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
180,180,8,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
181,181,10,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
182,182,11,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
183,183,3,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
184,184,14,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
185,185,13,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
186,186,18,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
187,187,20,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
188,188,22,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
189,189,26,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
190,190,23,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
191,191,1,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
192,192,3,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
193,193,13,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
194,194,2,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
195,195,4,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
196,196,28,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
197,197,5,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
198,198,6,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
199,199,24,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
200,200,7,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
201,201,9,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
202,202,8,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
203,203,10,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
204,204,11,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
205,205,14,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
206,206,18,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
207,207,20,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
208,208,22,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
209,209,26,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
210,210,23,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
211,211,3,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
212,212,2,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
213,213,4,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
214,214,24,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
215,215,5,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
216,216,6,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
217,217,15,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
218,218,17,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
219,219,11,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
220,220,14,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
221,221,32,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
222,222,8,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
223,223,21,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
224,224,22,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
225,225,26,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
226,226,2,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
227,227,1,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
228,228,4,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
229,229,5,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
230,230,6,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
231,231,15,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
232,232,9,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
233,233,8,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
234,234,10,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
235,235,13,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
236,236,11,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
237,237,14,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
238,238,3,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
239,239,17,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
240,240,24,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
241,241,22,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
242,242,18,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
243,243,20,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
244,244,26,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
245,245,5,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
246,246,6,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
247,247,3,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
248,248,2,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
249,249,24,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
250,250,30,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
251,251,15,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
252,252,1,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
253,253,4,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
254,254,11,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
255,255,14,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
256,256,31,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
257,257,32,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
258,258,33,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
259,259,8,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
260,260,18,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
261,261,12,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
262,262,21,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
263,263,22,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
264,264,5,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
265,265,4,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
266,266,6,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
267,267,8,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
268,268,22,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
269,269,11,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
270,270,3,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
271,271,14,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
272,272,2,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
273,273,27,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
274,274,10,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
275,275,18,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
276,276,26,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
277,277,3,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
278,278,5,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
279,279,4,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
280,280,6,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
281,281,15,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
282,282,8,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
283,283,10,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
284,284,11,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
285,285,2,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
286,286,14,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
287,287,18,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
288,288,22,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
289,289,26,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
290,290,21,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
291,291,3,16,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
292,292,13,16,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
293,293,2,16,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 16:54:14
